Date,Time,Signal1,Signal2,Signal3,Signal4
12/18/18,13:30,0,108.37,105.86,106.72
12/18/18,16:00,0,106.75,104.94,105.47
12/19/18,13:30,0,106.93,105.2,105.96
12/19/18,16:00,0,106.18,101.43,101.93
12/20/18,13:30,0,101.21,96.6,96.72
12/20/18,16:00,0,97.51,95.06,97.21
12/21/18,13:30,0,98.28,93.66,94.43
12/21/18,16:00,0,95.25,92.45,92.51
12/24/18,13:30,0,92.09,89.48,89.48
12/24/18,16:00,0,90,89.48,90
12/26/18,13:30,0,92.2,89.51,91.61
12/26/18,16:00,0,94.51,91.47,94.46
12/27/18,13:30,0,93.73,91.67,91.85
12/27/18,16:00,0,94.8,90.9,94.77
12/28/18,13:30,0,96.05,94.38,95.17
12/28/18,16:00,0,97.21,94.95,96.03
12/31/18,13:30,0,97.96,96,97.88
12/31/18,16:00,0,97.98,96.82,97.78
1/2/19,13:30,0,98.37,95.95,98.11
1/2/19,16:00,0,98.51,97.05,97.81
1/3/19,13:30,0,97.31,92.6,92.72
1/3/19,16:00,0,93.43,91.88,92.57
1/4/19,13:30,0,99.9,94.5,99.4
1/4/19,16:00,0,99.92,98.3,98.78
1/7/19,13:30,0,102.4,98.81,102.39
1/7/19,16:00,0,102.71,101.26,101.85
1/8/19,13:30,0,104.81,102.53,103.61
1/8/19,16:00,0,103.99,102.84,103.96
1/9/19,13:30,0,105.08,103.05,104.52
1/9/19,16:00,0,104.74,103.73,104.33
1/10/19,13:30,0,105.4,102.21,103.54
1/10/19,16:00,0,105.09,103,104.89
1/11/19,13:30,0,106.12,103.95,105.37
1/11/19,16:00,0,106.45,105.3,106.39
1/14/19,13:30,0,105.97,104.25,105.72
1/14/19,16:00,0,105.78,104.6,104.96
1/15/19,13:30,0,105.79,103.49,105.1
1/15/19,16:00,0,105.79,104.38,105.65
1/16/19,13:30,0,106.74,105.01,105.73
1/16/19,16:00,0,106.1,105.43,105.63
1/17/19,13:30,0,107,104.82,106.53
1/17/19,16:00,0,107.69,106.27,107.04
1/18/19,13:30,0,110.16,107.61,108.8
1/18/19,16:00,0,109.64,108.32,109.35
1/22/19,13:30,0,109.78,107.86,108.31
1/22/19,16:00,0,108.94,107.84,108.62
1/23/19,13:30,0,110.4,106.89,107.73
1/23/19,16:00,0,108.56,107.72,108.34
1/24/19,13:30,0,109.64,108.28,108.82
1/24/19,16:00,0,109.83,108.82,109.72
1/25/19,13:30,0,111.83,110.36,111.37
1/25/19,16:00,0,111.92,111.17,111.75
1/28/19,13:30,0,112.5,110.3,111.85
1/28/19,16:00,0,112.67,111.91,112.24
1/29/19,13:30,0,112.91,111.64,111.97
1/29/19,16:00,0,112.5,111.17,112.02
1/30/19,13:30,0,119.95,116.69,118.8
1/30/19,16:00,0,121.43,118.72,120.99
1/31/19,13:30,0,121.46,119.72,120.3
1/31/19,16:00,0,120.36,119.2,120.04
2/1/19,13:30,0,121,118.69,119.27
2/1/19,16:00,0,119.32,117.84,118.31
2/4/19,13:30,0,119.5,117.88,119.24
2/4/19,16:00,0,119.32,118.67,119.01
2/5/19,13:30,0,120.26,118.14,118.92
2/5/19,16:00,0,119.06,117.7,118.22
2/6/19,13:30,0,118.51,116.88,117.89
2/6/19,16:00,0,118.28,117.8,118.16
2/7/19,13:30,0,117.4,114.4,115.13
2/7/19,16:00,0,115.69,114.81,115.69
2/8/19,13:30,0,115.77,112.81,113.98
2/8/19,16:00,0,114.85,113.56,114.85
2/11/19,13:30,0,117.1,115.64,116.33
2/11/19,16:00,0,116.57,116.04,116.09
2/12/19,13:30,0,116.82,115.34,115.68
2/12/19,16:00,0,116.48,115.67,116.26
2/13/19,13:30,0,118.74,117.42,117.79
2/13/19,16:00,0,118.33,117.63,117.85
2/14/19,13:30,0,117.5,115.99,117.02
2/14/19,16:00,0,117.59,117.01,117.18
2/15/19,13:30,0,118.42,117.24,117.67
2/15/19,16:00,0,118,117.24,117.93
2/19/19,13:30,0,120.73,117.58,119.84
2/19/19,16:00,0,120.08,119.31,119.37
2/20/19,13:30,0,120.75,119.23,120.75
2/20/19,16:00,0,121.29,120.58,120.86
2/21/19,13:30,0,124.25,122.03,122.07
2/21/19,16:00,0,122.13,120.51,120.97
2/22/19,13:30,0,121.44,120.35,120.92
2/22/19,16:00,0,121.23,120.57,120.93
2/25/19,13:30,0,121.79,120.79,121.32
2/25/19,16:00,0,121.48,120.47,120.55
2/26/19,13:30,0,120.79,120.02,120.11
2/26/19,16:00,0,120.3,119.46,119.65
2/27/19,13:30,0,119.92,117.21,118.68
2/27/19,16:00,0,118.95,118.11,118.44
2/28/19,13:30,0,119.25,117.29,119
2/28/19,16:00,0,119.43,118.34,118.49
3/1/19,13:30,0,121.25,118.9,118.9
3/1/19,16:00,0,119.08,118.61,119.03
3/4/19,13:30,0,119.7,116.51,117.26
3/4/19,16:00,0,117.7,117.1,117.68
3/5/19,13:30,0,119.97,118.03,119.59
3/5/19,16:00,0,119.74,119.16,119.4
3/6/19,13:30,0,119.28,117.73,117.78
3/6/19,16:00,0,118.15,117,117.09
3/7/19,13:30,0,117.1,115,115.82
3/7/19,16:00,0,115.95,115.09,115.71
3/8/19,13:30,0,115.94,114.56,115.69
3/8/19,16:00,0,116.67,115.51,116.54
3/11/19,13:30,0,117.25,116.22,117.25
3/11/19,16:00,0,117.3,116.79,116.88
3/12/19,13:30,0,117.34,115.37,116.69
3/12/19,16:00,0,117.14,116.06,116.27
3/13/19,13:30,0,118.85,116.9,117.74
3/13/19,16:00,0,117.94,116.62,117.12
3/14/19,13:30,0,117.28,115.56,115.64
3/14/19,16:00,0,116.48,115.47,116.45
3/15/19,13:30,0,118.45,116.77,117.69
3/15/19,16:00,0,117.83,117.15,117.19
3/18/19,13:30,0,118.73,117.38,118.58
3/18/19,16:00,0,118.63,117.97,118.31
3/19/19,13:30,0,119.45,118.43,118.51
3/19/19,16:00,0,118.64,116.97,117.47
3/20/19,13:30,0,117.1,115.2,115.53
3/20/19,16:00,0,117,115.47,116.02
3/21/19,13:30,0,117.81,115.28,117.35
3/21/19,16:00,0,118.01,117.05,117.78
3/22/19,13:30,0,117.45,115.13,115.52
3/22/19,16:00,0,116.84,115.47,115.58
3/25/19,13:30,0,115.6,113.93,114.56
3/25/19,16:00,0,114.85,113.86,114.48
3/26/19,13:30,0,115.81,111.34,112.35
3/26/19,16:00,0,113.12,111.69,113.1
3/27/19,13:30,0,113.75,110.7,111.21
3/27/19,16:00,0,111.61,110.63,110.98
3/28/19,13:30,0,112.77,110.74,112.13
3/28/19,16:00,0,112.61,111.93,112.45
3/29/19,13:30,0,113.97,112.54,113.9
3/29/19,16:00,0,114.82,113.84,114.62
4/1/19,13:30,0,117.17,115.31,116.28
4/1/19,16:00,0,116.42,115.31,115.63
4/2/19,13:30,0,116.49,115.17,115.96
4/2/19,16:00,0,116.51,115.95,116.25
4/3/19,13:30,0,116.96,115.56,116.88
4/3/19,16:00,0,117.06,116.18,116.61
4/4/19,13:30,0,117.01,116,116.03
4/4/19,16:00,0,116.07,115.63,115.87
4/5/19,13:30,0,117.41,115.84,117.06
4/5/19,16:00,0,117.48,117.02,117.27
4/8/19,13:30,0,118.22,116.92,118.21
4/8/19,16:00,0,118.95,117.95,118.42
4/9/19,13:30,0,118.31,115.71,115.74
4/9/19,16:00,0,115.94,115.01,115.37
4/10/19,13:30,0,116.72,115.58,116.6
4/10/19,16:00,0,116.76,116.15,116.52
4/11/19,13:30,0,118.72,116.86,118.4
4/11/19,16:00,0,119.02,118.34,118.92
4/12/19,13:30,0,121.92,119.57,121.9
4/12/19,16:00,0,122.06,121.6,121.94
4/15/19,13:30,0,122.48,121.54,122.09
4/15/19,16:00,0,122.52,121.93,122.44
4/16/19,13:30,0,124.07,122.86,123.84
4/16/19,16:00,0,124.38,123.49,124.11
4/17/19,13:30,0,124.81,123.39,123.5
4/17/19,16:00,0,123.86,123.07,123.24
4/18/19,13:30,0,123.9,119.51,120.16
4/18/19,16:00,0,121.45,119.93,121
4/22/19,13:30,0,120.46,119.75,120.1
4/22/19,16:00,0,120.78,119.97,120.41
4/23/19,13:30,0,122.33,120.5,122
4/23/19,16:00,0,122.56,121.95,122.47
4/24/19,13:30,0,122.74,120.1,120.82
4/24/19,16:00,0,121.7,120.8,121.5
4/25/19,13:30,0,121.81,120.21,121.6
4/25/19,16:00,0,121.88,120.75,120.76
4/26/19,13:30,0,121.65,120.54,121.25
4/26/19,16:00,0,121.29,120.63,121.15
4/29/19,13:30,0,122.57,120.84,122.42
4/29/19,16:00,0,122.43,121.84,122.23
4/30/19,13:30,0,121.88,119.8,120.42
4/30/19,16:00,0,121.4,120.36,120.95
5/1/19,13:30,0,130.9,125.45,129.92
5/1/19,16:00,0,130.75,129.03,129.05
5/2/19,13:30,0,128.98,126.11,126.24
5/2/19,16:00,0,127.46,125.55,125.76
5/3/19,13:30,0,130.4,126.73,129.93
5/3/19,16:00,0,131.04,129.71,130.93
5/6/19,13:30,0,129.41,127.15,129.36
5/6/19,16:00,0,129.63,128.69,129.15
5/7/19,13:30,0,128.33,126.41,126.5
5/7/19,16:00,0,127.26,125.68,127.26
5/8/19,13:30,0,128.52,126.6,127.99
5/8/19,16:00,0,128.12,127.1,127.34
5/9/19,13:30,0,127.83,125.01,127.21
5/9/19,16:00,0,127.84,126.65,127.33
5/10/19,13:30,0,127.5,123.47,125.38
5/10/19,16:00,0,126.55,125.24,126.06
5/13/19,13:30,0,123.6,119.77,120.07
5/13/19,16:00,0,121.96,120.06,121.87
5/14/19,13:30,0,125.04,122.08,124.96
5/14/19,16:00,0,125,123.54,123.58
5/15/19,13:30,0,124.12,121.55,123.4
5/15/19,16:00,0,124.46,123.35,123.78
5/16/19,13:30,0,126.24,123.72,126.15
5/16/19,16:00,0,126.2,125.41,125.75
5/17/19,13:30,0,126.13,124.16,125.54
5/17/19,16:00,0,125.86,124.73,124.83
5/20/19,13:30,0,123.98,122.41,123.27
5/20/19,16:00,0,123.43,122.61,123.08
5/21/19,13:30,0,124.9,124,124.72
5/21/19,16:00,0,125.18,124.38,124.66
5/22/19,13:30,0,124.73,123.77,124.22
5/22/19,16:00,0,125.35,124.12,124.96
5/23/19,13:30,0,124.44,122.7,123.46
5/23/19,16:00,0,124.41,123.21,124.39
5/24/19,13:30,0,125.97,124.42,125.02
5/24/19,16:00,0,125.11,123.59,123.71
5/28/19,13:30,0,124.92,123.16,123.71
5/28/19,16:00,0,123.94,122.88,123.05
5/29/19,13:30,0,122.8,120.97,121.77
5/29/19,16:00,0,122.19,121.17,121.82
5/30/19,13:30,0,122.82,121.83,122.37
5/30/19,16:00,0,123.1,122.21,122.92
5/31/19,13:30,0,122.08,121,121.86
5/31/19,16:00,0,122.2,121.49,121.8
6/3/19,13:30,0,121.95,120.2,120.94
6/3/19,16:00,0,121.5,120.09,120.67
6/4/19,13:30,0,121.89,117.17,119.06
6/4/19,16:00,0,121.57,118.99,121.52
6/5/19,13:30,0,122.45,116.39,118.1
6/5/19,16:00,0,118.61,117.61,118.47
6/6/19,13:30,0,118.79,116.79,117.69
6/6/19,16:00,0,118.85,117.62,118.62
6/7/19,13:30,0,123,118.86,121.99
6/7/19,16:00,0,122.12,120.84,120.96
6/10/19,13:30,0,124.33,121.79,123.47
6/10/19,16:00,0,123.87,123.14,123.44
6/11/19,13:30,0,125.58,122.44,122.9
6/11/19,16:00,0,123.5,122.76,122.86
6/12/19,13:30,0,123.61,122.29,123.06
6/12/19,16:00,0,124.68,122.99,124.24
6/13/19,13:30,0,124.15,122.13,123.12
6/13/19,16:00,0,123.23,122.2,122.48
6/14/19,13:30,0,123.43,122.28,123.29
6/14/19,16:00,0,124.25,123.06,124.11
6/17/19,13:30,0,124.38,122.76,122.9
6/17/19,16:00,0,123.3,122.02,122.18
6/18/19,13:30,0,124.45,121.94,122.71
6/18/19,16:00,0,123.13,122.25,122.61
6/19/19,13:30,0,123.62,121.72,122
6/19/19,16:00,0,123.05,121.9,122.68
6/20/19,13:30,0,121.42,118.1,118.48
6/20/19,16:00,0,119.62,118.09,118.75
6/21/19,13:30,0,118.74,115.6,115.92
6/21/19,16:00,0,116.17,114.76,114.85
6/24/19,13:30,0,117.04,114.39,116.83
6/24/19,16:00,0,117.52,116.76,117.13
6/25/19,13:30,0,117.41,114.45,115.86
6/25/19,16:00,0,116.24,115.59,116.04
6/26/19,13:30,0,117.19,115.53,116.86
6/26/19,16:00,0,117,116.5,116.57
6/27/19,13:30,0,119.52,116.58,119.24
6/27/19,16:00,0,119.51,118.84,119.16
6/28/19,13:30,0,121.27,119.32,121.24
6/28/19,16:00,0,121.34,120.68,121.14
7/1/19,13:30,0,122.9,118.42,118.85
7/1/19,16:00,0,118.91,117.74,118.08
7/2/19,13:30,0,118.92,117.29,118.09
7/2/19,16:00,0,119.09,118.05,119.04
7/3/19,13:30,0,118.69,115.81,116.54
7/3/19,16:00,0,117,116.54,117
7/5/19,13:30,0,116.72,115.42,115.52
7/5/19,16:00,0,115.63,115.1,115.39
7/8/19,13:30,0,115.32,112.28,112.48
7/8/19,16:00,0,112.52,111.53,111.89
7/9/19,13:30,0,112.29,109.94,111.02
7/9/19,16:00,0,111.21,110.59,111.2
7/10/19,13:30,0,112.27,110.69,111.23
7/10/19,16:00,0,111.26,110.13,110.39
7/11/19,13:30,0,110.77,109.56,109.85
7/11/19,16:00,0,110.76,109.8,110.43
7/12/19,13:30,0,110.91,109.24,109.74
7/12/19,16:00,0,110.16,109.56,110.14
7/15/19,13:30,0,113.29,110.45,113.16
7/15/19,16:00,0,113.22,112.38,112.84
7/16/19,13:30,0,115.06,112.52,114.9
7/16/19,16:00,0,115.06,114.54,114.56
7/17/19,13:30,0,114.82,111.08,111.79
7/17/19,16:00,0,112,111.41,111.76
7/18/19,13:30,0,111.91,110.24,110.84
7/18/19,16:00,0,111.32,110.44,111
7/19/19,13:30,0,112.83,111.26,111.68
7/19/19,16:00,0,111.71,110.09,110.17
7/22/19,13:30,0,111.52,110.1,111.47
7/22/19,16:00,0,111.91,111.26,111.66
7/23/19,13:30,0,113.47,112.37,112.91
7/23/19,16:00,0,114.06,112.69,113.75
7/24/19,13:30,0,115.08,113.19,114.98
7/24/19,16:00,0,115.6,114,115.42
7/25/19,13:30,0,115.95,111.65,113.3
7/25/19,16:00,0,113.4,112.1,113.04
7/26/19,13:30,0,114.98,113.36,114.95
7/26/19,16:00,0,115.34,113.93,113.93
7/29/19,13:30,0,115.44,113.75,115.2
7/29/19,16:00,0,116,115.19,115.59
7/30/19,13:30,0,115.94,114.7,114.77
7/30/19,16:00,0,115.96,114.81,115.96
7/31/19,13:30,0,117.02,115.08,116.53
7/31/19,16:00,0,116.68,114.81,116.33
8/1/19,13:30,0,117.97,115.99,116.71
8/1/19,16:00,0,117.15,113.86,114.05
8/2/19,13:30,0,113.5,110.26,110.4
8/2/19,16:00,0,110.96,109.82,110.71
8/5/19,13:30,0,109.5,107.51,108.06
8/5/19,16:00,0,108.26,106.75,107.66
8/6/19,13:30,0,109.12,106.67,106.87
8/6/19,16:00,0,107.29,106.48,107.06
8/7/19,13:30,0,108.3,105.76,107.14
8/7/19,16:00,0,107.76,106.84,107.37
8/8/19,13:30,0,110.32,107.48,109.9
8/8/19,16:00,0,110.46,109.39,109.73
8/9/19,13:30,0,110.11,108.34,109.46
8/9/19,16:00,0,109.94,109.23,109.23
8/12/19,13:30,0,108.95,107.02,107.81
8/12/19,16:00,0,107.82,106.69,107.28
8/13/19,13:30,0,108.92,104.3,108.7
8/13/19,16:00,0,109.24,108.59,109.06
8/14/19,13:30,0,107.43,102.87,103.65
8/14/19,16:00,0,104.58,103.34,104.19
8/15/19,13:30,0,105.32,103.55,104.3
8/15/19,16:00,0,104.37,103.65,103.87
8/16/19,13:30,0,105.74,103.91,105.74
8/16/19,16:00,0,105.78,105.07,105.19
8/19/19,13:30,0,108.29,106.54,108.14
8/19/19,16:00,0,108.42,107.74,107.78
8/20/19,13:30,0,108.43,107,107.6
8/20/19,16:00,0,108.01,107.28,107.64
8/21/19,13:30,0,108.69,107.12,108.15
8/21/19,16:00,0,108.3,107.53,107.67
8/22/19,13:30,0,108.11,106.14,107.36
8/22/19,16:00,0,107.61,106.87,107.03
8/23/19,13:30,0,107.04,103.12,103.23
8/23/19,16:00,0,103.67,102.14,102.55
8/26/19,13:30,0,103.7,102.5,103.07
8/26/19,16:00,0,103.15,102.09,102.52
8/27/19,13:30,0,103.56,101.69,102.1
8/27/19,16:00,0,102.47,101.63,101.77
8/28/19,13:30,0,103.29,100.69,103.21
8/28/19,16:00,0,103.37,102.96,103.18
8/29/19,13:30,0,104.94,103.71,104.22
8/29/19,16:00,0,104.26,103.18,103.41
8/30/19,13:30,0,105.5,103.95,104.75
8/30/19,16:00,0,104.97,104.05,104.2
9/3/19,13:30,0,103,100.64,101.41
9/3/19,16:00,0,102.93,101.05,102.83
9/4/19,13:30,0,105.69,103.61,104.44
9/4/19,16:00,0,104.88,104.19,104.76
9/5/19,13:30,0,107.28,105.38,106.89
9/5/19,16:00,0,107.42,106.69,106.94
9/6/19,13:30,0,108.71,106.96,108.34
9/6/19,16:00,0,108.88,108.14,108.41
9/9/19,13:30,0,110.6,108.49,110.27
9/9/19,16:00,0,110.7,109.69,110.62
9/10/19,13:30,0,113.43,110.55,113.23
9/10/19,16:00,0,113.92,113.19,113.78
9/11/19,13:30,0,115.15,112.36,114.86
9/11/19,16:00,0,115.14,113.61,113.86
9/12/19,13:30,0,114.75,111.85,113.68
9/12/19,16:00,0,113.94,113.16,113.27
9/13/19,13:30,0,115.32,113.46,115.24
9/13/19,16:00,0,115.63,114.65,114.86
9/16/19,13:30,0,113.75,111.55,113.17
9/16/19,16:00,0,114.19,113.11,113.89
9/17/19,13:30,0,114.79,113.09,113.95
9/17/19,16:00,0,114.45,113.89,114.09
9/18/19,13:30,0,114.18,112.45,112.52
9/18/19,16:00,0,113.24,110.98,112.98
9/19/19,13:30,0,114.17,112.33,113.4
9/19/19,16:00,0,113.36,112.44,112.49
9/20/19,13:30,0,113.28,110.86,111.39
9/20/19,16:00,0,112.32,111.16,111.68
9/23/19,13:30,0,110.96,108.76,109.62
9/23/19,16:00,0,110.03,109.34,109.54
9/24/19,13:30,0,111.63,108.62,108.66
9/24/19,16:00,0,109.26,108.02,108.69
9/25/19,13:30,0,109.47,107.62,108.99
9/25/19,16:00,0,109.8,108.85,109.66
9/26/19,13:30,0,107.95,105.15,106.78
9/26/19,16:00,0,107.42,106.7,106.91
9/27/19,13:30,0,108.11,105.83,106.5
9/27/19,16:00,0,107.07,106.05,107.02
9/30/19,13:30,0,108.93,107.62,108.8
9/30/19,16:00,0,109.27,108.26,108.32
10/1/19,13:30,0,109.34,104.71,104.76
10/1/19,16:00,0,105.42,104.19,104.66
10/2/19,13:30,0,104,102.18,102.84
10/2/19,16:00,0,103.67,102.49,103.01
10/3/19,13:30,0,104.07,101.68,103.75
10/3/19,16:00,0,104.48,103.79,104.19
10/4/19,13:30,0,105.29,102.76,103.4
10/4/19,16:00,0,103.56,102.97,103.31
10/7/19,13:30,0,103.6,101.69,103.08
10/7/19,16:00,0,103.75,102.5,102.6
10/8/19,13:30,0,102.45,100.47,102.31
10/8/19,16:00,0,102.8,100.99,101
10/9/19,13:30,0,102.28,101.28,101.74
10/9/19,16:00,0,102.36,101.57,101.88
10/10/19,13:30,0,103.59,101.82,103.05
10/10/19,16:00,0,103.8,102.6,103.62
10/11/19,13:30,0,108.22,105,107.88
10/11/19,16:00,0,108.48,107.52,107.55
10/14/19,13:30,0,108.59,106.89,108.14
10/14/19,16:00,0,108.16,107.55,107.96
10/15/19,13:30,0,110.56,107.92,110.37
10/15/19,16:00,0,110.44,108.97,109.46
10/16/19,13:30,0,109.86,107.43,107.47
10/16/19,16:00,0,108.36,107.14,108.31
10/17/19,13:30,0,109.64,108.24,109.12
10/17/19,16:00,0,109.35,108.96,109.14
10/18/19,13:30,0,111.07,109.22,110.91
10/18/19,16:00,0,111.65,110.9,111.15
10/21/19,13:30,0,112.95,111.7,111.9
10/21/19,16:00,0,112.33,100.11,112.06
10/22/19,13:30,0,112.03,108.87,109.03
10/22/19,16:00,0,110.16,108.26,108.42
10/23/19,13:30,0,109.65,107.58,109.58
10/23/19,16:00,0,109.91,109.33,109.69
10/24/19,13:30,0,110.62,108.54,108.86
10/24/19,16:00,0,109.35,108.78,109.1
10/25/19,13:30,0,111.35,108.89,111.29
10/25/19,16:00,0,111.52,111.08,111.34
10/28/19,13:30,0,112.99,111.44,112.11
10/28/19,16:00,0,112.56,112.13,112.19
10/29/19,13:30,0,113.77,112.25,113.16
10/29/19,16:00,0,113.9,113.09,113.4
10/30/19,13:30,0,115.75,108.59,110.15
10/30/19,16:00,0,110.59,108.51,109.47
10/31/19,13:30,0,109.56,107.16,107.95
10/31/19,16:00,0,108.92,107.92,108.83
11/1/19,13:30,0,111.56,109.34,111.51
11/1/19,16:00,0,111.7,110.98,111.17
11/4/19,13:30,0,112.54,111.08,112.32
11/4/19,16:00,0,113.47,112.27,113.28
11/5/19,13:30,0,114.53,112.47,114.1
11/5/19,16:00,0,114.47,113.51,113.53
11/6/19,13:30,0,113.68,111.36,111.97
11/6/19,16:00,0,112.98,111.77,112.78
11/7/19,13:30,0,115.82,112.88,114.77
11/7/19,16:00,0,115.36,114.5,115
11/8/19,13:30,0,114.9,112.92,114.05
11/8/19,16:00,0,114.56,113.92,114.53
11/11/19,13:30,0,114.22,112.84,113.34
11/11/19,16:00,0,113.97,113.26,113.94
11/12/19,13:30,0,114.93,113.48,113.66
11/12/19,16:00,0,114.24,113.25,113.86
11/13/19,13:30,0,114.11,112.83,114.1
11/13/19,16:00,0,115.06,113.68,114.8
11/14/19,13:30,0,115.67,114.32,114.78
11/14/19,16:00,0,115.42,114.57,115.27
11/15/19,13:30,0,117.86,116,117.8
11/15/19,16:00,0,118.22,117.5,117.92
11/18/19,13:30,0,118.28,117.02,117.76
11/18/19,16:00,0,118.55,117.56,118.4
11/19/19,13:30,0,120.1,118.8,119.49
11/19/19,16:00,0,119.58,118.78,118.86
11/20/19,13:30,0,119.06,116.65,116.99
11/20/19,16:00,0,117.62,116.37,117.01
11/21/19,13:30,0,118.51,115.52,118.37
11/21/19,16:00,0,118.85,118,118.69
11/22/19,13:30,0,120.05,118.35,118.97
11/22/19,16:00,0,119.15,118.77,119.13
11/25/19,13:30,0,120.13,119.21,119.85
11/25/19,16:00,0,120.02,119.38,119.42
11/26/19,13:30,0,120.41,118.57,119.94
11/26/19,16:00,0,120.13,119.59,119.77
11/27/19,13:30,0,120.88,119.58,120.83
11/27/19,16:00,0,121.31,120.73,121.31
11/29/19,13:30,0,120.86,119.75,120.08
12/2/19,13:30,0,120.42,118.44,119.02
12/2/19,16:00,0,119.6,118.78,119.16
12/3/19,13:30,0,118.54,116.89,118.35
12/3/19,16:00,0,118.86,118.03,118.86
12/4/19,13:30,0,120.04,118.74,119.6
12/4/19,16:00,0,120.17,119.54,120.1
12/5/19,13:30,0,121.22,120.06,120.88
12/5/19,16:00,0,121.16,120.62,121.02
12/6/19,13:30,0,122.49,120.86,121.16
12/6/19,16:00,0,122.11,121.13,122.05
12/9/19,13:30,0,121.91,120.01,121.86
12/9/19,16:00,0,122.12,121.68,121.81
12/10/19,13:30,0,121.84,120.3,121.72
12/10/19,16:00,0,121.87,121.33,121.58
12/11/19,13:30,0,123.34,121.85,123.15
12/11/19,16:00,0,123.56,123.1,123.3
12/12/19,13:30,0,124.33,122.12,124.08
12/12/19,16:00,0,125.42,123.93,124.99
12/13/19,13:30,0,126.84,124.6,125.92
12/13/19,16:00,0,126.1,125.17,125.64
12/16/19,13:30,0,127.05,126,126.92
12/16/19,16:00,0,127.14,126.1,126.19
12/17/19,13:30,0,127.14,125.28,126.97
12/17/19,16:00,0,127.31,126.93,127.05
12/18/19,13:30,0,127.64,126.25,127.23
12/18/19,16:00,0,127.73,127.24,127.59
12/19/19,13:30,0,127.41,126.17,127.13
12/19/19,16:00,0,127.23,126.63,126.84
12/20/19,13:30,0,132.49,128.21,131.97
12/20/19,16:00,0,132.07,130.96,131.1
12/23/19,13:30,0,134,130.81,133.91
12/23/19,16:00,0,133.97,132.94,133.4
12/24/19,13:30,0,133.65,132.6,132.97
12/26/19,13:30,0,133.86,132.26,133.73
12/26/19,16:00,0,134.27,133.71,134.19
12/27/19,13:30,0,134.6,133.65,133.75
12/27/19,16:00,0,133.98,133.27,133.33
12/30/19,13:30,0,133.72,132.72,133.28
12/30/19,16:00,0,133.45,133.15,133.35
12/31/19,13:30,0,133.96,132.84,133.49
12/31/19,16:00,0,133.93,133.42,133.5
1/2/20,13:30,0,134.8,133.47,133.71
1/2/20,16:00,0,134.66,133.52,134.64
1/3/20,13:30,0,133.52,131.81,133.45
1/3/20,16:00,0,133.62,133.01,133.45
1/6/20,13:30,0,131.81,130.39,131.71
1/6/20,16:00,0,131.87,131.24,131.65
1/7/20,13:30,0,132.1,130.53,130.9
1/7/20,16:00,0,131.06,130.44,130.45
1/8/20,13:30,0,132.71,130.02,132.48
1/8/20,16:00,0,132.71,131.92,132.23
1/9/20,13:30,0,135.06,132.94,134.18
1/9/20,16:00,0,134.28,133.68,133.95
1/10/20,13:30,0,134.49,133.06,133.26
1/10/20,16:00,0,133.67,132.69,133.18
1/13/20,13:30,0,133.69,132.51,132.97
1/13/20,16:00,0,133.23,132.79,133.1
1/14/20,13:30,0,133.6,132.55,133.49
1/14/20,16:00,0,133.62,132.63,132.95
1/15/20,13:30,0,133.87,132.19,132.32
1/15/20,16:00,0,132.79,132.02,132.62
1/16/20,13:30,0,134.14,132.89,133.8
1/16/20,16:00,0,134.11,133.73,134.04
1/17/20,13:30,0,135.32,133.25,134.51
1/17/20,16:00,0,135.08,134.48,135.01
1/21/20,13:30,0,133.35,128.86,129.54
1/21/20,16:00,0,129.73,128.22,129.67
1/22/20,13:30,0,131.43,129.82,130.69
1/22/20,16:00,0,130.74,128.79,129.09
1/23/20,13:30,0,128.66,123.47,128.43
1/23/20,16:00,0,129.77,128.41,129.57
1/24/20,13:30,0,129.04,124,125.7
1/24/20,16:00,0,127.06,124.92,126.48
1/27/20,13:30,0,119.32,115.82,118.98
1/27/20,16:00,0,119.48,116.72,116.91
1/28/20,13:30,0,121.61,117.3,120.41
1/28/20,16:00,0,121.39,120.37,120.43
1/29/20,13:30,0,123.82,120.74,121.92
1/29/20,16:00,0,122.83,121.49,121.62
1/30/20,13:30,0,118.92,115.49,117
1/30/20,16:00,0,120.11,116.94,119.74
1/31/20,13:30,0,120.6,117.18,117.52
1/31/20,16:00,0,117.81,116.68,117.04
2/3/20,13:30,0,119.37,114.26,115.55
2/3/20,16:00,0,116.74,115.5,116.45
2/4/20,13:30,0,122.1,117.47,118.23
2/4/20,16:00,0,118.34,116.71,118
2/5/20,13:30,0,120.82,117.61,118
2/5/20,16:00,0,118.92,117.77,118.27
2/6/20,13:30,0,120.3,118.08,118.23
2/6/20,16:00,0,118.23,116.6,116.66
2/7/20,13:30,0,114.31,110.52,113.29
2/7/20,16:00,0,113.36,111.46,111.55
2/10/20,13:30,0,111.18,109.52,109.99
2/10/20,16:00,0,110.2,109.57,109.66
2/11/20,13:30,0,113.98,110.25,113.36
2/11/20,16:00,0,113.4,112.42,113.06
2/12/20,13:30,0,118.03,114.46,116.86
2/12/20,16:00,0,117.48,116.4,117.23
2/13/20,13:30,0,115.98,113.7,115.01
2/13/20,16:00,0,115.04,113.43,113.6
2/14/20,13:30,0,113.62,112.44,112.84
2/14/20,16:00,0,113.29,112.66,113.2
2/18/20,13:30,0,112.76,110.71,111.23
2/18/20,16:00,0,111.41,110.93,111.4
2/19/20,13:30,0,112.27,110.67,111.48
